Neighbourhood;Security Deposit;Availability 30;Availability 60;Availability 90;Availability 365;Review Scores Rating;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Cleaning Fee;Guests Included;Extra People;Cancellation Policy;Square Feet;Minimum Nights;Maximum Nights
Cortes;;0;0;0;45;;Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;99.0;;1;0;flexible;;2;1125
Justicia;;8;34;52;289;98.0;Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;70.0;30.0;1;0;strict;;3;200
Malasaña;;14;44;74;349;84.0;Universidad;Centro;House;Private room;2;1.0;1.0;2.0;Real Bed;18.0;8.0;1;8;strict;;1;1460
;;0;15;38;38;98.0;San Fermín;Usera;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;12.0;;1;0;strict;;2;1125
Malasaña;;4;21;34;306;95.0;Universidad;Centro;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;31.0;;1;0;moderate;;1;1125
;;11;19;46;315;94.0;Justicia;Centro;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;35.0;;2;15;strict;;1;1125
Recoletos;;20;46;76;238;;Recoletos;Salamanca;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;494.0;103.0;1;0;strict;;3;1125
Embajadores;;2;7;12;103;93.0;Embajadores;Centro;House;Private room;1;0.5;1.0;1.0;Real Bed;22.0;10.0;1;0;strict;;5;250
;300.0;20;50;80;355;92.0;Ibiza;Retiro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;52.0;;1;0;strict;;1;1125
;;20;50;80;81;93.0;Opañel;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;5.0;1;0;moderate;;2;15
Embajadores;;5;5;9;284;;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;;1;10;moderate;;2;1125
Palos do Moguer;;0;0;6;172;94.0;Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;42.0;;2;9;flexible;;6;1000
La Chopera;;7;37;67;342;;Chopera;Arganzuela;Apartment;Shared room;2;1.0;1.0;2.0;Real Bed;23.0;;1;23;flexible;;2;1125
;150.0;23;53;83;83;80.0;Argüelles;Moncloa - Aravaca;Apartment;Private room;2;0.0;1.0;1.0;Real Bed;30.0;20.0;1;5;moderate;;3;1125
;;8;37;67;157;;Puerta del Angel;Latina;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;20.0;5.0;1;0;strict;;1;1125
;;0;27;54;55;92.0;Justicia;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;32.0;11.0;1;10;strict;;1;1125
Argüelles;;0;1;1;210;98.0;Casa de Campo;Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;Real Bed;24.0;;1;10;strict;;3;1125
Legazpi;100.0;15;32;59;83;92.0;Legazpi;Arganzuela;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;200.0;50.0;4;10;moderate;;2;1125
;;6;8;8;258;80.0;Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;15.0;1;0;strict;;1;1125
Rios Rosas;200.0;7;16;24;279;77.0;Rios Rosas;Chamberí;House;Entire home/apt;5;1.0;2.0;3.0;Real Bed;88.0;25.0;2;25;moderate;;2;28
Recoletos;;6;28;58;59;95.0;Recoletos;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;110.0;100.0;2;0;strict;;7;180
Malasaña;;0;21;42;133;98.0;Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;22.0;;1;0;flexible;;1;4
Argüelles;;0;0;0;31;100.0;Argüelles;Moncloa - Aravaca;Other;Private room;1;1.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;1;1125
;;18;33;57;328;80.0;Palomeras Bajas;Puente de Vallecas;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;60.0;15.0;2;15;strict;;1;1125
El Viso;150.0;0;0;0;218;87.0;El Viso;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;55.0;40.0;1;0;strict;431.0;7;22
Justicia;;1;1;12;12;;Universidad;Centro;Apartment;Private room;4;2.0;1.0;2.0;Real Bed;29.0;;2;10;flexible;;3;8
Carabanchel;;3;3;8;9;97.0;San Isidro;Carabanchel;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;15.0;;1;10;flexible;;2;1125
;;4;27;48;79;95.0;Trafalgar;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;24.0;10.0;1;6;strict;;3;1125
Carabanchel;;17;17;17;17;97.0;Opañel;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;18.0;5.0;2;0;moderate;;1;4
Arapiles;300.0;2;14;40;187;100.0;Arapiles;Chamberí;House;Entire home/apt;4;1.0;2.0;3.0;Real Bed;90.0;30.0;1;0;strict;;2;1125
Palos do Moguer;;30;60;90;365;;Palos de Moguer;Arganzuela;Dorm;Private room;1;0.0;1.0;1.0;Pull-out Sofa;149.0;;1;75;strict;129.0;2;730
Justicia;;7;11;21;204;99.0;Justicia;Centro;Apartment;Entire home/apt;6;2.0;4.0;4.0;Real Bed;150.0;;1;0;flexible;;2;1125
Vicálvaro;;2;17;19;179;95.0;Ambroz;Vicálvaro;House;Private room;1;1.0;1.0;1.0;Real Bed;14.0;5.0;3;0;moderate;;2;1125
Acacias;;0;0;0;120;100.0;Acacias;Arganzuela;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;75.0;25.0;1;0;flexible;;2;31
;100.0;17;47;77;352;88.0;Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;79.0;;1;0;moderate;;2;1125
Goya;;3;13;22;200;87.0;Goya;Salamanca;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;165.0;;1;0;flexible;;3;176
;100.0;9;39;69;344;;Casa de Campo;Moncloa - Aravaca;Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;40.0;35.0;1;10;strict;;2;1125
Castillejos;;10;40;70;345;90.0;Castillejos;Tetuán;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;79.0;;4;0;flexible;;3;1125
;;0;0;5;280;90.0;Opañel;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;20.0;;1;8;flexible;;1;1125
Prosperidad;100.0;9;31;61;336;95.0;Prosperidad;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;50.0;10.0;2;10;moderate;;2;1125
Cortes;;0;0;0;0;;Cortes;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;90.0;10.0;3;10;moderate;;4;1125
Ciudad Jardin;;5;30;54;54;97.0;Ciudad Jardín;Chamartín;Loft;Entire home/apt;2;1.0;0.0;1.0;Real Bed;50.0;;1;0;strict;;1;5
;;0;1;7;282;;El Viso;Chamartín;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;42.0;28.0;1;0;strict;;1;1125
;350.0;2;6;6;6;98.0;Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;80.0;65.0;2;0;strict;;3;1125
Sol;200.0;5;10;23;275;86.0;Sol;Centro;Condominium;Entire home/apt;4;1.0;2.0;3.0;Real Bed;70.0;10.0;2;10;flexible;;1;1125
Guindalera;;9;9;14;289;78.0;Guindalera;Salamanca;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;19.0;;1;0;strict;;1;365
;;8;25;50;50;94.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;65.0;25.0;2;15;moderate;;2;30
;;1;31;61;151;98.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;66.0;;1;0;strict;;2;1125
Aluche;150.0;9;24;51;51;92.0;Cármenes;Latina;Condominium;Entire home/apt;4;2.0;2.0;4.0;Real Bed;35.0;15.0;2;15;moderate;;4;60
;;12;42;51;76;98.0;San Juan Bautista;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;42.0;;1;0;flexible;;2;1125
;;12;42;69;324;100.0;Vista Alegre;Carabanchel;Apartment;Private room;8;2.0;1.0;8.0;Real Bed;99.0;20.0;1;0;flexible;;1;1125
;;0;0;4;279;92.0;Almenara;Tetuán;Bed & Breakfast;Private room;3;0.0;1.0;1.0;Real Bed;20.0;;1;15;flexible;;1;10
Sol;150.0;0;6;13;50;;Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;75.0;30.0;2;15;strict;;2;1125
La Latina;200.0;0;0;5;280;;Palacio;Centro;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;32.0;30.0;1;0;strict;;7;1125
Cortes;;3;9;16;89;;Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;75.0;25.0;2;15;strict;;2;1125
San Blas;;0;13;21;21;98.0;Simancas;San Blas - Canillejas;Loft;Entire home/apt;4;1.0;1.0;2.0;Real Bed;58.0;20.0;2;9;strict;;3;1125
La Latina;100.0;8;20;32;106;99.0;Embajadores;Centro;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;149.0;48.0;4;20;strict;;2;1125
Palacio;;0;8;35;35;100.0;Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;65.0;;1;0;flexible;;3;15
;140.0;0;0;0;0;100.0;San Diego;Puente de Vallecas;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;36.0;;1;0;flexible;;1;20
Almagro;;10;40;70;193;;Almagro;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;99.0;;2;15;strict;;7;1125
;150.0;18;41;64;152;80.0;Lista;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;78.0;25.0;2;10;strict;;2;1125
La Latina;;0;0;4;4;100.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;95.0;30.0;4;20;moderate;;2;1125
El Viso;;29;59;89;364;;El Viso;Chamartín;House;Private room;2;1.0;1.0;1.0;Real Bed;51.0;;2;0;moderate;;2;1125
Embajadores;;0;0;0;270;93.0;Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;57.0;30.0;2;20;flexible;;3;1125
Cortes;100.0;7;11;26;26;94.0;Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;80.0;25.0;2;15;moderate;;2;1125
Argüelles;;0;0;23;298;83.0;Argüelles;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;10.0;1;10;moderate;;2;1125
Trafalgar;300.0;0;7;37;127;;Trafalgar;Chamberí;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;90.0;15.0;1;0;strict;;2;1125
;;3;13;30;124;94.0;Cortes;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;29.0;15.0;1;0;strict;;1;1125
La Latina;;2;15;39;39;91.0;Palacio;Centro;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;53.0;18.0;1;0;strict;;1;30
Cortes;;13;27;38;144;94.0;Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;50.0;35.0;1;0;strict;;3;360
Aluche;;30;60;90;365;;Aluche;Latina;House;Private room;3;1.0;1.0;3.0;Real Bed;38.0;;1;28;flexible;90.0;1;1125
;;0;0;0;57;;Mirasierra;Fuencarral - El Pardo;Apartment;Entire home/apt;7;2.0;3.0;5.0;Real Bed;100.0;;1;0;flexible;;1;30
La Latina;;9;29;50;309;60.0;Palacio;Centro;Guesthouse;Private room;4;0.0;1.0;3.0;Real Bed;53.0;;1;0;flexible;;1;1125
Sol;200.0;0;4;34;309;100.0;Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;275.0;40.0;2;15;moderate;;3;1125
Cortes;200.0;10;30;54;302;;Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;95.0;50.0;1;0;strict;;2;1125
Malasaña;;2;9;17;248;85.0;Universidad;Centro;Apartment;Entire home/apt;8;2.0;4.0;4.0;Real Bed;110.0;35.0;6;0;strict;;1;1125
Cortes;100.0;7;18;36;288;87.0;Cortes;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;95.0;35.0;4;16;strict;;2;60
;;0;0;0;77;;Prosperidad;Chamartín;Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;42.0;;1;0;flexible;;5;1125
Ciudad Lineal;;8;38;68;158;;Costillares;Ciudad Lineal;House;Private room;2;1.0;1.0;1.0;Real Bed;35.0;;1;0;strict;;1;1125
Sol;;4;11;23;293;86.0;Sol;Centro;Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;64.0;;1;0;flexible;;1;1125
Malasaña;;7;37;60;335;98.0;Universidad;Centro;House;Private room;2;1.0;1.0;1.0;Real Bed;45.0;50.0;2;0;strict;;5;25
La Latina;;11;36;66;341;100.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;28.0;5.0;1;0;moderate;;1;10
Ciudad Lineal;150.0;0;0;0;153;;Quintana;Ciudad Lineal;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;55.0;10.0;2;10;moderate;;2;1125
Barajas;;0;0;0;0;86.0;Casco Histórico de Barajas;Barajas;Dorm;Private room;1;0.5;1.0;1.0;Real Bed;45.0;;1;10;flexible;;1;1125
Sol;150.0;3;11;32;115;95.0;Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;150.0;40.0;3;10;moderate;;2;1125
;;5;35;65;340;100.0;Arcos;San Blas - Canillejas;House;Private room;2;1.0;1.0;1.0;Real Bed;23.0;;1;10;strict;;1;365
Villaverde;;0;4;34;309;;San Andrés;Villaverde;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;13.0;;1;0;strict;;25;1125
Recoletos;120.0;8;26;39;307;100.0;Recoletos;Salamanca;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;120.0;100.0;1;0;strict;;5;1125
Malasaña;200.0;14;30;51;326;90.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;77.0;32.0;1;10;moderate;;4;1125
La Latina;;9;20;32;296;84.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;50.0;15.0;1;0;strict;;2;730
Carabanchel;150.0;2;15;21;22;60.0;Comillas;Carabanchel;Apartment;Entire home/apt;6;1.0;3.0;4.0;Real Bed;70.0;;1;0;moderate;;5;1125
Acacias;;6;28;56;101;94.0;Acacias;Arganzuela;Bed & Breakfast;Shared room;2;1.0;1.0;2.0;Real Bed;33.0;;1;0;flexible;10.0;1;14
;150.0;15;45;75;165;100.0;Guindalera;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;75.0;30.0;1;0;flexible;;2;1125
Malasaña;200.0;10;33;49;245;91.0;Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;89.0;90.0;3;15;moderate;;3;365
;300.0;7;7;16;17;90.0;Delicias;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;50.0;15.0;1;10;strict;;2;1125
Carabanchel;;5;27;45;164;100.0;San Isidro;Carabanchel;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;80.0;;1;10;flexible;;1;1125
Sol;300.0;5;16;32;271;88.0;Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;76.0;35.0;1;0;strict;;2;1000
Sol;85.0;6;36;59;334;93.0;Sol;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;40.0;;1;0;strict;129.0;2;180
;;0;0;2;91;98.0;Imperial;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;23.0;20.0;1;7;flexible;;15;1125
;;30;60;90;365;;Trafalgar;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;40.0;;1;0;flexible;;1;1125
Embajadores;;1;1;7;282;;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;22.0;;1;0;flexible;;1;1125
Sol;200.0;0;2;32;307;;Palacio;Centro;Apartment;Private room;1;3.0;1.0;1.0;Real Bed;36.0;30.0;1;0;strict;;7;1125
Malasaña;200.0;12;37;49;324;;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;99.0;40.0;2;10;strict;;2;1125
Recoletos;150.0;7;15;32;292;87.0;Recoletos;Salamanca;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;70.0;30.0;2;15;flexible;;2;1125
;150.0;0;0;0;0;98.0;Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Couch;55.0;20.0;2;7;strict;;3;15
Malasaña;;7;24;44;308;97.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;80.0;;1;0;strict;;3;1125
La Latina;;8;25;49;324;95.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;33.0;;1;10;moderate;;3;30
Malasaña;;0;0;0;0;100.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;75.0;;1;0;strict;;5;8
;;0;0;0;250;60.0;Guindalera;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;52.0;;1;0;flexible;;2;1125
Sol;200.0;13;34;60;335;;Sol;Centro;House;Entire home/apt;7;2.0;3.0;4.0;Real Bed;199.0;40.0;6;0;strict;;1;365
Rios Rosas;;0;0;0;194;96.0;Rios Rosas;Chamberí;Apartment;Entire home/apt;3;1.0;2.0;2.0;Pull-out Sofa;65.0;60.0;1;15;strict;;2;1125
;;11;29;48;313;95.0;Justicia;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;120.0;;1;0;flexible;;2;1125
Justicia;300.0;4;14;19;95;88.0;Justicia;Centro;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;223.0;42.0;1;0;flexible;;2;1125
Sol;;12;17;27;255;97.0;Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;100.0;25.0;2;20;flexible;;3;1125
Malasaña;300.0;7;26;50;325;89.0;Universidad;Centro;Apartment;Entire home/apt;6;2.5;2.0;3.0;Real Bed;160.0;37.0;4;35;strict;;2;30
Palacio;;7;7;10;285;;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;38.0;;1;5;flexible;;1;1125
Malasaña;300.0;7;25;44;44;97.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;80.0;10.0;2;10;strict;;2;1125
;350.0;8;24;37;295;96.0;Sol;Centro;Apartment;Entire home/apt;7;3.0;4.0;7.0;Real Bed;229.0;30.0;1;0;strict;;2;80
Malasaña;70.0;0;0;0;161;85.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;48.0;10.0;2;15;moderate;;2;365
Carabanchel;150.0;8;24;50;216;83.0;Puerta Bonita;Carabanchel;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;58.0;;1;0;moderate;;5;1125
Cortes;150.0;9;25;40;126;84.0;Jerónimos;Retiro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;47.0;20.0;1;0;strict;;2;30
;;5;13;15;284;87.0;Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;98.0;;1;0;strict;;1;1125
;150.0;10;35;65;340;96.0;Trafalgar;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;70.0;20.0;2;20;strict;;2;1125
Malasaña;200.0;12;37;57;332;;Universidad;Centro;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;43.0;90.0;3;5;moderate;;1;31
Prosperidad;;28;58;88;363;97.0;Prosperidad;Chamartín;House;Private room;2;1.0;1.0;2.0;Real Bed;40.0;;1;20;flexible;;2;330
La Latina;;0;0;0;0;85.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;20.0;;1;0;flexible;;2;1125
Justicia;300.0;0;0;0;0;96.0;Justicia;Centro;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;185.0;95.0;4;15;strict;;4;1125
;100.0;3;27;57;332;92.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;49.0;15.0;1;0;strict;;1;1125
Arapiles;200.0;0;0;0;275;100.0;Arapiles;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;50.0;;1;0;flexible;;30;300
Goya;;30;60;90;365;;Goya;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;50.0;;1;0;moderate;;1;1125
;;0;0;0;0;88.0;Valdefuentes;Hortaleza;Bed & Breakfast;Private room;2;1.0;1.0;2.0;Real Bed;25.0;;1;25;flexible;;1;1125
;;30;60;90;365;100.0;Universidad;Centro;Apartment;Shared room;1;1.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;1;1125
Guindalera;;0;0;0;0;90.0;Guindalera;Salamanca;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;49.0;15.0;3;0;flexible;;3;1125
La Latina;;2;2;9;9;100.0;Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;55.0;10.0;1;0;flexible;;2;1125
La Latina;;7;37;67;158;97.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;39.0;10.0;1;0;strict;;2;1125
;;30;60;90;365;;Los Angeles;Villaverde;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;56.0;;1;0;flexible;;1;1125
;150.0;0;6;36;311;92.0;Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;50.0;40.0;2;10;strict;;2;1125
Embajadores;;10;40;57;309;98.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;33.0;;1;0;moderate;;5;20
Sol;150.0;7;15;22;101;96.0;Sol;Centro;Apartment;Entire home/apt;8;2.0;2.0;5.0;Real Bed;145.0;45.0;4;15;flexible;;2;1125
;350.0;13;27;42;308;90.0;Palacio;Centro;Other;Entire home/apt;4;2.0;2.0;2.0;Real Bed;70.0;30.0;1;20;moderate;;2;1125
Malasaña;150.0;12;29;49;257;97.0;Universidad;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;98.0;40.0;4;25;moderate;;2;1125
Arapiles;200.0;0;12;39;314;;Arapiles;Chamberí;Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;100.0;60.0;2;10;strict;;2;1125
Imperial;;7;37;67;157;;Imperial;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;38.0;;1;0;flexible;;1;1125
Malasaña;;7;30;56;319;97.0;Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;;1;15;moderate;;2;15
;300.0;4;4;4;244;100.0;Goya;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;78.0;;1;0;moderate;;4;1125
Carabanchel;100.0;7;25;48;320;91.0;Puerta Bonita;Carabanchel;Apartment;Entire home/apt;6;1.0;3.0;3.0;Real Bed;60.0;20.0;4;7;strict;;3;1125
Goya;250.0;0;0;6;281;100.0;Goya;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;35.0;30.0;1;0;moderate;;5;1125
;250.0;14;29;49;312;96.0;Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;80.0;20.0;1;0;flexible;;2;1125
Hortaleza;;11;41;71;161;100.0;Pinar del Rey;Hortaleza;House;Entire home/apt;5;1.0;2.0;3.0;Real Bed;78.0;;1;0;flexible;;3;1125
Sol;300.0;14;34;60;335;100.0;Sol;Centro;Other;Entire home/apt;5;2.0;2.0;3.0;Real Bed;150.0;95.0;1;0;strict;;4;1125
Malasaña;100.0;17;35;54;148;87.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;40.0;30.0;1;15;moderate;;1;30
Guindalera;;0;0;5;280;87.0;Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;18.0;;1;17;strict;;1;1125
Malasaña;100.0;8;29;59;334;100.0;Universidad;Centro;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;27.0;10.0;1;10;strict;;3;60
Usera;;8;35;62;333;92.0;Almendrales;Usera;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;;1;0;flexible;;1;5
Malasaña;;0;2;14;227;96.0;Universidad;Centro;Apartment;Entire home/apt;8;2.0;2.0;4.0;Real Bed;90.0;25.0;4;10;moderate;;2;1125
Sol;120.0;1;15;27;44;96.0;Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;85.0;40.0;2;15;strict;;3;1125
Guindalera;200.0;12;39;67;93;91.0;Guindalera;Salamanca;Apartment;Entire home/apt;8;2.0;4.0;7.0;Real Bed;180.0;50.0;6;20;flexible;;1;1125
Embajadores;200.0;3;15;27;300;96.0;Embajadores;Centro;Loft;Entire home/apt;2;1.0;0.0;1.0;Real Bed;70.0;;1;0;strict;;3;1125
;;16;45;73;344;92.0;Pinar del Rey;Hortaleza;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;;1;0;strict;;1;5
Cortes;;0;0;0;35;93.0;Cortes;Centro;Apartment;Entire home/apt;8;2.0;2.0;4.0;Real Bed;120.0;30.0;4;20;moderate;;1;1125
Usera;100.0;0;0;0;139;95.0;Almendrales;Usera;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;36.0;;2;10;flexible;;2;1125
Palacio;;4;16;40;225;87.0;Palacio;Centro;Bed & Breakfast;Private room;2;2.0;1.0;1.0;Real Bed;35.0;;1;0;moderate;;2;365
Carabanchel;150.0;6;10;25;28;96.0;Vista Alegre;Carabanchel;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;34.0;22.0;2;14;moderate;;2;7
;;22;33;40;270;98.0;Argüelles;Moncloa - Aravaca;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;32.0;25.0;1;25;strict;;2;1125
Palacio;100.0;14;30;54;326;100.0;Palacio;Centro;Apartment;Private room;4;2.0;2.0;2.0;Real Bed;65.0;25.0;2;35;moderate;;1;1125
Embajadores;;6;15;31;283;95.0;Embajadores;Centro;Apartment;Private room;4;1.0;1.0;3.0;Real Bed;29.0;;1;12;strict;;1;30
Malasaña;200.0;7;31;61;178;87.0;Universidad;Centro;House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;65.0;24.0;1;0;strict;;2;1125
Argüelles;;27;57;87;178;91.0;Argüelles;Moncloa - Aravaca;Apartment;Private room;2;0.0;1.0;1.0;Real Bed;29.0;15.0;1;6;moderate;;3;1125
La Latina;;0;6;36;311;;Palacio;Centro;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;42.0;;1;0;flexible;;7;1125
La Latina;250.0;0;0;0;0;93.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;15.0;;1;0;moderate;;1;36
;;0;0;10;101;100.0;Lista;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;;1;0;flexible;;1;1125
